root[1, 1]	2	-6	1	1
root[1, 2]	3	-10	1	1
root[2, 1]	3	-10	1	1
root[2, 2]	4	-24	1	3/2
root[2, 3]	5	-34	2	2
root[3, 2]	5	-34	2	2
root[2, 4]	6	-40	2	5/2
root[3, 3]	6	-54	3	10/3
root[4, 2]	6	-40	2	5/2
root[3, 4]	7	-70	5	5
root[4, 3]	7	-70	5	5
root[2, 5]	7	-42	3	3
root[5, 2]	7	-42	3	3
root[3, 5]	8	-82	7	7
root[4, 4]	8	-96	8	35/4
root[5, 3]	8	-82	7	7
root[3, 6]	9	-90	8	25/3
root[4, 5]	9	-118	14	14
root[5, 4]	9	-118	14	14
root[6, 3]	9	-90	8	25/3
root[4, 6]	10	-136	19	20
root[5, 5]	10	-150	25	126/5
root[6, 4]	10	-136	19	20
root[3, 7]	10	-94	9	9
root[7, 3]	10	-94	9	9
root[4, 7]	11	-150	26	26
root[5, 6]	11	-178	41	41
root[6, 5]	11	-178	41	41
root[7, 4]	11	-150	26	26
root[4, 8]	12	-160	30	125/4
root[5, 7]	12	-202	61	61
root[6, 6]	12	-216	73	75
root[7, 5]	12	-202	61	61
root[8, 4]	12	-160	30	125/4
root[5, 8]	13	-222	84	84
root[6, 7]	13	-250	125	125
root[7, 6]	13	-250	125	125
root[8, 5]	13	-222	84	84
root[4, 9]	13	-166	35	35
root[9, 4]	13	-166	35	35
root[5, 9]	14	-238	108	108
root[6, 8]	14	-280	190	385/2
root[7, 7]	14	-294	232	1625/7
root[8, 6]	14	-280	190	385/2
root[9, 5]	14	-238	108	108
root[4, 10]	14	-168	35	73/2
root[10, 4]	14	-168	35	73/2
root[5, 10]	15	-250	130	651/5
root[6, 9]	15	-306	276	830/3
root[7, 8]	15	-334	395	395
root[8, 7]	15	-334	395	395
root[9, 6]	15	-306	276	830/3
root[10, 5]	15	-250	130	651/5
root[6, 10]	16	-328	370	747/2
root[7, 9]	16	-370	625	625
root[8, 8]	16	-384	734	5907/8
root[9, 7]	16	-370	625	625
root[10, 6]	16	-328	370	747/2
root[5, 11]	16	-258	147	147
root[11, 5]	16	-258	147	147
root[6, 11]	17	-346	475	475
root[7, 10]	17	-402	928	928
root[8, 9]	17	-430	1277	1277
root[9, 8]	17	-430	1277	1277
root[10, 7]	17	-402	928	928
root[11, 6]	17	-346	475	475
root[5, 12]	17	-262	156	156
root[12, 5]	17	-262	156	156
root[6, 12]	18	-360	566	3425/6
root[7, 11]	18	-430	1300	1300
root[8, 10]	18	-472	2059	2066
root[9, 9]	18	-486	2400	21610/9
root[10, 8]	18	-472	2059	2066
root[11, 7]	18	-430	1300	1300
root[12, 6]	18	-360	566	3425/6
root[7, 12]	19	-454	1725	1725
root[8, 11]	19	-510	3150	3150
root[9, 10]	19	-538	4207	4207
root[10, 9]	19	-538	4207	4207
root[11, 8]	19	-510	3150	3150
root[12, 7]	19	-454	1725	1725
root[6, 13]	19	-370	650	650
root[13, 6]	19	-370	650	650
root[7, 13]	20	-474	2175	2175
root[8, 12]	20	-544	4540	4550
root[9, 11]	20	-586	6930	6930
root[10, 10]	20	-600	7935	39739/5
root[11, 9]	20	-586	6930	6930
root[12, 8]	20	-544	4540	4550
root[13, 7]	20	-474	2175	2175
root[6, 14]	20	-376	698	1405/2
root[14, 6]	20	-376	698	1405/2
root[7, 14]	21	-490	2612	18285/7
root[8, 13]	21	-574	6250	6250
root[9, 12]	21	-630	10800	32405/3
root[10, 11]	21	-658	14073	14073
root[11, 10]	21	-658	14073	14073
root[12, 9]	21	-630	10800	32405/3
root[13, 8]	21	-574	6250	6250
root[14, 7]	21	-490	2612	18285/7
root[6, 15]	21	-378	720	721
root[15, 6]	21	-378	720	721
root[8, 14]	22	-600	8177	8190
root[9, 13]	22	-670	16005	16005
root[10, 12]	22	-712	23511	47063/2
root[11, 11]	22	-726	26689	293580/11
root[12, 10]	22	-712	23511	47063/2
root[13, 9]	22	-670	16005	16005
root[14, 8]	22	-600	8177	8190
root[7, 15]	22	-502	2993	2993
root[15, 7]	22	-502	2993	2993
root[8, 15]	23	-622	10262	10262
root[9, 14]	23	-706	22628	22628
root[10, 13]	23	-762	37361	37361
root[11, 12]	23	-790	47675	47675
root[12, 11]	23	-790	47675	47675
root[13, 10]	23	-762	37361	37361
root[14, 9]	23	-706	22628	22628
root[15, 8]	23	-622	10262	10262
root[7, 16]	23	-510	3275	3275
root[16, 7]	23	-510	3275	3275
root[8, 16]	24	-640	12300	98525/8
root[9, 15]	24	-738	30612	91843/3
root[10, 14]	24	-808	56536	113133/2
root[11, 13]	24	-850	80725	80725
root[12, 12]	24	-864	90664	544225/6
root[13, 11]	24	-850	80725	80725
root[14, 10]	24	-808	56536	113133/2
root[15, 9]	24	-738	30612	91843/3
root[16, 8]	24	-640	12300	98525/8
root[7, 17]	24	-514	3425	3425
root[17, 7]	24	-514	3425	3425
root[9, 16]	25	-766	39725	39725
root[10, 15]	25	-850	81950	409752/5
root[11, 14]	25	-906	130200	130200
root[12, 13]	25	-934	163225	163225
root[13, 12]	25	-934	163225	163225
root[14, 11]	25	-906	130200	130200
root[15, 10]	25	-850	81950	409752/5
root[16, 9]	25	-766	39725	39725
root[8, 17]	25	-654	14175	14175
root[17, 8]	25	-654	14175	14175
root[9, 17]	26	-790	49525	49525
root[10, 16]	26	-888	113869	113911
root[11, 15]	26	-958	200809	200809
root[12, 14]	26	-1000	279300	558725/2
root[13, 13]	26	-1014	311373	4047850/13
root[14, 12]	26	-1000	279300	558725/2
root[15, 11]	26	-958	200809	200809
root[16, 10]	26	-888	113869	113911
root[17, 9]	26	-790	49525	49525
root[8, 18]	26	-664	15645	31325/2
root[18, 8]	26	-664	15645	31325/2
root[9, 18]	27	-810	59400	534625/9
root[10, 17]	27	-922	152243	152243
root[11, 16]	27	-1006	297080	297080
root[12, 15]	27	-1062	456729	1370201/3
root[13, 14]	27	-1090	563875	563875
root[14, 13]	27	-1090	563875	563875
root[15, 12]	27	-1062	456729	1370201/3
root[16, 11]	27	-1006	297080	297080
root[17, 10]	27	-922	152243	152243
root[18, 9]	27	-810	59400	534625/9
root[8, 19]	27	-670	16625	16625
root[19, 8]	27	-670	16625	16625
root[10, 18]	28	-952	195928	195982
root[11, 17]	28	-1050	422640	422640
root[12, 16]	28	-1120	715700	2863185/4
root[13, 15]	28	-1162	974098	974098
root[14, 14]	28	-1176	1077982	15093375/14
root[15, 13]	28	-1162	974098	974098
root[16, 12]	28	-1120	715700	2863185/4
root[17, 11]	28	-1050	422640	422640
root[18, 10]	28	-952	195928	195982
root[9, 19]	28	-826	68625	68625
root[8, 20]	28	-672	16940	67833/4
root[19, 9]	28	-826	68625	68625
root[20, 8]	28	-672	16940	67833/4
root[10, 19]	29	-978	243339	243339
root[11, 18]	29	-1090	579375	579375
root[12, 17]	29	-1174	1078400	1078400
root[13, 16]	29	-1230	1611500	1611500
root[14, 15]	29	-1258	1963076	1963076
root[15, 14]	29	-1258	1963076	1963076
root[16, 13]	29	-1230	1611500	1611500
root[17, 12]	29	-1174	1078400	1078400
root[18, 11]	29	-1090	579375	579375
root[19, 10]	29	-978	243339	243339
root[9, 20]	29	-838	76419	76419
root[20, 9]	29	-838	76419	76419
root[10, 20]	30	-1000	291685	583501/2
root[11, 19]	30	-1126	766600	766600
root[12, 18]	30	-1224	1565322	4696400/3
root[13, 17]	30	-1294	2561175	2561175
root[14, 16]	30	-1336	3418715	6837825/2
root[15, 15]	30	-1350	3760575	3760584
root[16, 14]	30	-1336	3418715	6837825/2
root[17, 13]	30	-1294	2561175	2561175
root[18, 12]	30	-1224	1565322	4696400/3
root[19, 11]	30	-1126	766600	766600
root[20, 10]	30	-1000	291685	583501/2
root[9, 21]	30	-846	82072	82075
root[21, 9]	30	-846	82072	82075
root[11, 20]	31	-1158	980385	980385
root[12, 19]	31	-1270	2193900	2193900
root[13, 18]	31	-1354	3920650	3920650
root[14, 17]	31	-1410	5715150	5715150
root[15, 16]	31	-1438	6880405	6880405
root[16, 15]	31	-1438	6880405	6880405
root[17, 14]	31	-1410	5715150	5715150
root[18, 13]	31	-1354	3920650	3920650
root[19, 12]	31	-1270	2193900	2193900
root[20, 11]	31	-1158	980385	980385
root[10, 21]	31	-1018	338065	338065
root[9, 22]	31	-850	85050	85050
root[21, 10]	31	-1018	338065	338065
root[22, 9]	31	-850	85050	85050
root[11, 21]	32	-1186	1213205	1213205
root[12, 20]	32	-1312	2972812	11891995/4
root[13, 19]	32	-1410	5793275	5793275
root[14, 18]	32	-1480	9195775	18392175/2
root[15, 17]	32	-1522	12069190	12069190
root[16, 16]	32	-1536	13202368	211243795/16
root[17, 15]	32	-1522	12069190	12069190
root[18, 14]	32	-1480	9195775	18392175/2
root[19, 13]	32	-1410	5793275	5793275
root[20, 12]	32	-1312	2972812	11891995/4
root[21, 11]	32	-1186	1213205	1213205
root[10, 22]	32	-1032	378784	757715/2
root[22, 10]	32	-1032	378784	757715/2
root[11, 22]	33	-1210	1454059	15994650/11
root[12, 21]	33	-1350	3900833	11702525/3
root[13, 20]	33	-1462	8277945	8277945
root[14, 19]	33	-1546	14277475	14277475
root[15, 18]	33	-1602	20361738	61085255/3
root[16, 17]	33	-1630	24258150	24258150
root[17, 16]	33	-1630	24258150	24258150
root[18, 15]	33	-1602	20361738	61085255/3
root[19, 14]	33	-1546	14277475	14277475
root[20, 13]	33	-1462	8277945	8277945
root[21, 12]	33	-1350	3900833	11702525/3
root[22, 11]	33	-1210	1454059	15994650/11
root[10, 23]	33	-1042	410830	410830
root[23, 10]	33	-1042	410830	410830
root[12, 22]	34	-1384	4961030	9922535/2
root[13, 21]	34	-1510	11455510	11455510
root[14, 20]	34	-1608	21430576	21431040
root[15, 19]	34	-1678	33125470	33125470
root[16, 18]	34	-1720	42823314	85647905/2
root[17, 17]	34	-1734	46617517	792497790/17
root[18, 16]	34	-1720	42823314	85647905/2
root[19, 15]	34	-1678	33125470	33125470
root[20, 14]	34	-1608	21430576	21431040
root[21, 13]	34	-1510	11455510	11455510
root[22, 12]	34	-1384	4961030	9922535/2
root[11, 23]	34	-1230	1689135	1689135
root[10, 24]	34	-1048	431157	431235
root[23, 11]	34	-1230	1689135	1689135
root[24, 10]	34	-1048	431157	431235
root[12, 23]	35	-1414	6122125	6122125
root[13, 22]	35	-1554	15373000	15373000
root[14, 21]	35	-1666	31154089	218078625/7
root[15, 20]	35	-1750	52080373	52080374
root[16, 19]	35	-1806	72843375	72843375
root[17, 18]	35	-1834	85975250	85975250
root[18, 17]	35	-1834	85975250	85975250
root[19, 16]	35	-1806	72843375	72843375
root[20, 15]	35	-1750	52080373	52080374
root[21, 14]	35	-1666	31154089	218078625/7
root[22, 13]	35	-1554	15373000	15373000
root[23, 12]	35	-1414	6122125	6122125
root[11, 24]	35	-1246	1903000	1903000
root[10, 25]	35	-1050	438249	2191248/5
root[24, 11]	35	-1246	1903000	1903000
root[25, 10]	35	-1050	438249	2191248/5
root[12, 24]	36	-1440	7335090	88024625/12
root[13, 23]	36	-1594	20027575	20027575
root[14, 22]	36	-1720	43922475	43923125
root[15, 21]	36	-1818	79279448	237838405/3
root[16, 20]	36	-1888	119675222	119676255
root[17, 19]	36	-1930	152642125	152642125
root[18, 18]	36	-1944	165435450	165436675
root[19, 17]	36	-1930	152642125	152642125
root[20, 16]	36	-1888	119675222	119676255
root[21, 15]	36	-1818	79279448	237838405/3
root[22, 14]	36	-1720	43922475	43923125
root[23, 13]	36	-1594	20027575	20027575
root[24, 12]	36	-1440	7335090	88024625/12
root[11, 25]	36	-1258	2080191	2080191
root[25, 11]	36	-1258	2080191	2080191
root[13, 24]	37	-1630	25352725	25352725
root[14, 23]	37	-1770	60132975	60132975
root[15, 22]	37	-1882	117034155	117034155
root[16, 21]	37	-1966	190292865	190292865
root[17, 20]	37	-2022	261564765	261564765
root[18, 19]	37	-2050	306136150	306136150
root[19, 18]	37	-2050	306136150	306136150
root[20, 17]	37	-2022	261564765	261564765
root[21, 16]	37	-1966	190292865	190292865
root[22, 15]	37	-1882	117034155	117034155
root[23, 14]	37	-1770	60132975	60132975
root[24, 13]	37	-1630	25352725	25352725
root[12, 25]	37	-1462	8539473	8539473
root[11, 26]	37	-1266	2206995	2206995
root[25, 12]	37	-1462	8539473	8539473
root[26, 11]	37	-1266	2206995	2206995
root[13, 25]	38	-1662	31209477	31209477
root[14, 24]	38	-1816	80025225	160052175/2
root[15, 23]	38	-1942	167773095	167773095
root[16, 22]	38	-2040	293349140	293350715
root[17, 21]	38	-2110	433553890	433553890
root[18, 20]	38	-2152	546307194	1092618595/2
root[19, 19]	38	-2166	589763021	11205497400/19
root[20, 18]	38	-2152	546307194	1092618595/2
root[21, 17]	38	-2110	433553890	433553890
root[22, 16]	38	-2040	293349140	293350715
root[23, 15]	38	-1942	167773095	167773095
root[24, 14]	38	-1816	80025225	160052175/2
root[25, 13]	38	-1662	31209477	31209477
root[12, 26]	38	-1480	9663520	9663845
root[11, 27]	38	-1270	2273145	2273145
root[26, 12]	38	-1480	9663520	9663845
root[27, 11]	38	-1270	2273145	2273145
root[13, 26]	39	-1690	37385143	486006860/13
root[14, 25]	39	-1858	103619809	103619809
root[15, 24]	39	-1998	233830037	233830065
root[16, 23]	39	-2110	439086340	439086340
root[17, 22]	39	-2194	696437560	696437560
root[18, 21]	39	-2250	942396140	2827188545/3
root[19, 20]	39	-2278	1094643295	1094643295
root[20, 19]	39	-2278	1094643295	1094643295
root[21, 18]	39	-2250	942396140	2827188545/3
root[22, 17]	39	-2194	696437560	696437560
root[23, 16]	39	-2110	439086340	439086340
root[24, 15]	39	-1998	233830037	233830065
root[25, 14]	39	-1858	103619809	103619809
root[26, 13]	39	-1690	37385143	486006860/13
root[12, 27]	39	-1494	10635435	31906340/3
root[27, 12]	39	-1494	10635435	31906340/3
root[14, 26]	40	-1896	130640970	261284115/2
root[15, 25]	40	-2050	317166997	1585834992/5
root[16, 24]	40	-2176	638953840	638956115
root[17, 23]	40	-2274	1085923230	1085923230
root[18, 22]	40	-2344	1574628265	1574631730
root[19, 21]	40	-2386	1962485740	1962485740
