root[1, 1]	2	-2	1	1
root[2, 2]	4	-8	1	3/2
root[2, 3]	5	-10	2	2
root[3, 2]	5	-10	2	2
root[3, 3]	6	-18	3	10/3
root[3, 4]	7	-22	4	4
root[4, 3]	7	-22	4	4
root[4, 4]	8	-32	6	27/4
root[4, 5]	9	-38	9	9
root[5, 4]	9	-38	9	9
root[5, 5]	10	-50	16	81/5
root[4, 6]	10	-40	9	10
root[6, 4]	10	-40	9	10
root[5, 6]	11	-58	23	23
root[6, 5]	11	-58	23	23
root[6, 6]	12	-72	39	41
root[5, 7]	12	-62	27	27
root[7, 5]	12	-62	27	27
root[6, 7]	13	-82	60	60
root[7, 6]	13	-82	60	60
root[7, 7]	14	-98	107	750/7
root[6, 8]	14	-88	73	75
root[8, 6]	14	-88	73	75
root[7, 8]	15	-110	162	162
root[6, 9]	15	-90	80	242/3
root[8, 7]	15	-110	162	162
root[9, 6]	15	-90	80	242/3
root[8, 8]	16	-128	288	2331/8
root[7, 9]	16	-118	211	211
root[9, 7]	16	-118	211	211
root[8, 9]	17	-142	449	449
root[7, 10]	17	-122	240	240
root[9, 8]	17	-142	449	449
root[10, 7]	17	-122	240	240
root[9, 9]	18	-162	808	7282/9
root[8, 10]	18	-152	600	1209/2
root[10, 8]	18	-152	600	1209/2
root[9, 10]	19	-178	1267	1267
root[8, 11]	19	-158	720	720
root[10, 9]	19	-178	1267	1267
root[11, 8]	19	-158	720	720
root[10, 10]	20	-200	2278	22863/10
root[9, 11]	20	-190	1754	1754
root[8, 12]	20	-160	758	763
root[11, 9]	20	-190	1754	1754
root[12, 8]	20	-160	758	763
root[10, 11]	21	-218	3630	3630
root[9, 12]	21	-198	2167	6505/3
root[11, 10]	21	-218	3630	3630
root[12, 9]	21	-198	2167	6505/3
root[11, 11]	22	-242	6559	72150/11
root[10, 12]	22	-232	5130	10283/2
root[9, 13]	22	-202	2407	2407
root[12, 10]	22	-232	5130	10283/2
root[13, 9]	22	-202	2407	2407
root[11, 12]	23	-262	10531	10531
root[10, 13]	23	-242	6555	6555
root[12, 11]	23	-262	10531	10531
root[13, 10]	23	-242	6555	6555
root[12, 12]	24	-288	19022	38089/2
root[11, 13]	24	-278	15204	15204
root[10, 14]	24	-248	7554	15135/2
root[13, 11]	24	-278	15204	15204
root[14, 10]	24	-248	7554	15135/2
root[12, 13]	25	-310	30865	30865
root[11, 14]	25	-290	19902	19902
root[10, 15]	25	-250	7936	39682/5
root[13, 12]	25	-310	30865	30865
root[14, 11]	25	-290	19902	19902
root[15, 10]	25	-250	7936	39682/5
root[13, 13]	26	-338	55853	726090/13
root[12, 14]	26	-328	45271	45301
root[11, 15]	26	-298	23750	23750
root[14, 12]	26	-328	45271	45301
root[15, 11]	26	-298	23750	23750
root[13, 14]	27	-362	91257	91257
root[12, 15]	27	-342	60654	60657
root[11, 16]	27	-302	25923	25923
root[14, 13]	27	-362	91257	91257
root[15, 12]	27	-342	60654	60657
root[16, 11]	27	-302	25923	25923
root[14, 14]	28	-392	165173	1156587/7
root[13, 15]	28	-382	135861	135861
root[12, 16]	28	-352	74434	148943/2
root[15, 13]	28	-382	135861	135861
root[16, 12]	28	-352	74434	148943/2
root[14, 15]	29	-418	271860	271860
root[13, 16]	29	-398	185526	185526
root[12, 17]	29	-358	84121	84121
root[15, 14]	29	-418	271860	271860
root[16, 13]	29	-398	185526	185526
root[17, 12]	29	-358	84121	84121
root[15, 15]	30	-450	492420	492426
root[14, 16]	30	-440	409725	409806
root[13, 17]	30	-410	233487	233487
root[12, 18]	30	-360	87547	262771/3
root[16, 14]	30	-440	409725	409806
root[17, 13]	30	-410	233487	233487
root[18, 12]	30	-360	87547	262771/3
root[15, 16]	31	-478	815214	815214
root[14, 17]	31	-458	569358	569358
root[13, 18]	31	-418	271702	271702
root[16, 15]	31	-478	815214	815214
root[17, 14]	31	-458	569358	569358
